Record_ID,Date_Time,Terminal,Process_Type,Queue_Length,Wait_Time_Minutes,Staff_Count,Throughput_Rate,Peak_Indicator,Special_Events,Passenger_Type,Processing_Duration,Synthetic_Data
PF1747,2024-03-21 14:16:17,2F,Immigration_NonEU,30,19,3,70,Normal,Normal,Crew,323,False
PF1748,2024-03-19 09:03:27,2D,Baggage_Claim,20,17,4,213,Normal,Normal,Non_EU,49,False
PF1749,2024-03-21 16:49:41,2A,Immigration_EU,71,28,3,89,Evening_Peak,Normal,EU_Citizen,202,False
PF1750,2024-03-17 01:52:15,2A,Immigration_EU,31,21,4,85,Night,Normal,VIP,140,False
PF1751,2024-03-17 05:40:46,2F,Immigration_EU,29,22,2,54,Morning_Rush,Normal,Transit,93,False
PF1752,2024-03-20 19:41:32,3,Immigration_NonEU,57,32,1,73,Evening_Peak,Normal,Transit,218,False
PF1753,2024-03-15 06:41:54,3,Baggage_Claim,43,14,3,228,Morning_Rush,Normal,Non_EU,113,False
PF1754,2024-03-20 04:11:40,2B,Immigration_EU,22,15,1,76,Night,Normal,Transit,169,False
PF1755,2024-03-20 06:29:01,2E,Customs,73,37,1,111,Morning_Rush,Normal,Transit,160,False
PF1756,2024-03-15 00:25:19,3,Immigration_EU,35,16,2,69,Night,Normal,Transit,116,False
PF1757,2024-03-19 01:33:35,2B,Immigration_NonEU,9,10,4,81,Night,Normal,Non_EU,337,False
PF1758,2024-03-16 23:05:41,2B,Immigration_EU,10,6,4,85,Night,Strike,Crew,119,False
PF1759,2024-03-20 09:35:39,2F,Immigration_EU,9,16,4,67,Normal,Normal,Transit,192,False
PF1760,2024-03-20 13:23:26,2A,Security,2,0,2,108,Normal,Normal,Transit,108,False
PF1761,2024-03-17 07:51:56,1,Baggage_Claim,49,30,2,187,Morning_Rush,Normal,Transit,126,False
PF1762,2024-03-16 22:51:51,2F,Baggage_Claim,16,9,4,109,Night,Normal,Crew,48,False
PF1763,2024-03-21 08:05:45,2E,Immigration_EU,30,22,4,47,Morning_Rush,System_Down,EU_Citizen,146,False
PF1764,2024-03-20 01:36:13,2C,Security,31,23,7,79,Night,Normal,EU_Citizen,68,False
PF1765,2024-03-18 00:08:57,2F,Immigration_EU,22,15,3,45,Night,Strike,Transit,203,False
PF1766,2024-03-21 20:09:07,2D,Immigration_EU,105,41,2,78,Evening_Peak,Emergency,VIP,174,False
PF1767,2024-03-15 07:51:25,2D,Security,61,27,2,118,Morning_Rush,Normal,VIP,33,False
PF1768,2024-03-19 04:21:57,2E,Baggage_Claim,36,23,3,172,Night,Strike,VIP,51,False
PF1769,2024-03-16 21:53:58,2B,Baggage_Claim,3,6,2,91,Night,Normal,EU_Citizen,116,False
PF1770,2024-03-18 18:47:06,2D,Immigration_EU,85,31,3,86,Evening_Peak,Normal,Transit,238,False
PF1771,2024-03-17 03:22:45,2E,Security,31,14,6,99,Night,Normal,VIP,76,False
PF1772,2024-03-15 22:06:22,3,Immigration_EU,27,13,2,93,Night,Normal,VIP,197,False
PF1773,2024-03-20 18:02:37,2F,Baggage_Claim,114,38,1,219,Evening_Peak,Normal,VIP,127,False
PF1774,2024-03-20 06:55:05,2B,Security,93,33,4,121,Morning_Rush,Normal,VIP,76,False
PF1775,2024-03-17 16:33:54,2A,Immigration_EU,50,18,3,68,Evening_Peak,Normal,Crew,280,False
PF1776,2024-03-17 08:30:28,1,Baggage_Claim,96,36,4,211,Morning_Rush,Normal,Crew,46,False
PF1777,2024-03-18 06:05:20,2B,Security,102,46,2,98,Morning_Rush,Emergency,EU_Citizen,73,False
PF1778,2024-03-19 21:02:10,2B,Immigration_EU,19,18,2,96,Night,Normal,Transit,270,False
PF1779,2024-03-18 06:00:14,1,Customs,112,50,2,115,Morning_Rush,Normal,EU_Citizen,127,False
PF1780,2024-03-17 13:18:02,2D,Immigration_EU,12,4,2,40,Normal,Normal,EU_Citizen,299,False
PF1781,2024-03-16 06:22:47,2D,Customs,26,8,2,167,Morning_Rush,Normal,Non_EU,94,False
PF1782,2024-03-16 14:10:30,2E,Customs,39,13,3,95,Normal,Normal,Non_EU,114,False
PF1783,2024-03-21 15:09:23,2C,Customs,28,14,1,183,Normal,Normal,EU_Citizen,118,False
PF1784,2024-03-19 19:56:35,2F,Security,77,36,2,112,Evening_Peak,Normal,VIP,75,False
PF1785,2024-03-16 10:21:09,2F,Immigration_NonEU,14,4,1,61,Normal,Normal,Transit,237,False
PF1786,2024-03-21 12:57:29,2F,Immigration_EU,15,13,3,49,Normal,Normal,Non_EU,280,False
PF1787,2024-03-20 09:00:15,1,Immigration_EU,27,17,4,91,Normal,Normal,Transit,163,False
PF1788,2024-03-19 16:22:35,3,Baggage_Claim,27,18,1,169,Evening_Peak,Normal,EU_Citizen,153,False
PF1789,2024-03-19 06:18:15,1,Immigration_NonEU,92,42,4,79,Morning_Rush,Normal,VIP,326,False
PF1790,2024-03-16 21:08:28,2A,Immigration_EU,11,13,2,71,Night,Normal,EU_Citizen,120,False
PF1791,2024-03-16 02:49:23,2B,Immigration_NonEU,16,6,2,88,Night,Normal,EU_Citizen,103,False
PF1792,2024-03-16 05:43:06,2E,Security,97,35,7,71,Morning_Rush,Normal,Transit,40,False
PF1793,2024-03-15 10:36:42,2E,Immigration_EU,23,9,4,71,Normal,Normal,VIP,199,False
PF1794,2024-03-16 19:29:34,2F,Security,55,25,6,92,Evening_Peak,Normal,Crew,86,False
PF1795,2024-03-17 21:51:29,1,Immigration_EU,20,14,1,62,Night,Normal,EU_Citizen,163,False
PF1796,2024-03-19 04:49:07,2B,Security,0,6,7,85,Night,Normal,Crew,84,False
PF1797,2024-03-17 18:35:07,1,Immigration_NonEU,26,16,4,40,Evening_Peak,Normal,Crew,273,False
PF1798,2024-03-21 02:24:35,1,Immigration_EU,5,11,2,96,Night,Normal,Non_EU,138,False
PF1799,2024-03-18 18:26:04,1,Security,28,15,5,117,Evening_Peak,Normal,VIP,75,False
PF1800,2024-03-20 14:41:21,2A,Customs,18,16,3,176,Normal,Normal,Transit,158,False
PF1801,2024-03-17 12:16:02,2C,Immigration_NonEU,37,14,3,92,Normal,Normal,Non_EU,106,False
PF1802,2024-03-21 00:24:36,2B,Immigration_EU,31,21,2,61,Night,System_Down,Non_EU,60,False
PF1803,2024-03-17 11:03:05,2E,Immigration_EU,6,16,4,42,Normal,Normal,Transit,114,False
PF1804,2024-03-20 08:21:24,3,Customs,29,15,4,188,Morning_Rush,Normal,Transit,85,False
PF1805,2024-03-18 00:27:11,2F,Immigration_NonEU,3,5,1,48,Night,Normal,Transit,347,False
PF1806,2024-03-18 10:59:48,2B,Immigration_NonEU,38,17,1,44,Normal,Normal,EU_Citizen,242,False
PF1807,2024-03-21 08:58:41,2F,Immigration_EU,73,25,2,41,Morning_Rush,VIP_Movement,Non_EU,155,False
PF1808,2024-03-20 20:09:52,2B,Security,90,31,3,66,Evening_Peak,Normal,Transit,101,False
PF1809,2024-03-19 13:06:44,3,Customs,31,20,2,211,Normal,Normal,Crew,90,False
PF1810,2024-03-15 03:44:28,2D,Immigration_NonEU,13,10,3,47,Night,Normal,VIP,356,False
PF1811,2024-03-16 00:14:55,2B,Immigration_EU,8,7,4,62,Night,Normal,Non_EU,106,False
PF1812,2024-03-16 23:39:08,2B,Customs,19,12,2,168,Night,Normal,Non_EU,119,False
PF1813,2024-03-15 14:07:46,2F,Customs,3,6,2,181,Normal,Normal,EU_Citizen,113,False
PF1814,2024-03-16 21:09:03,2C,Immigration_NonEU,11,13,2,93,Night,Strike,EU_Citizen,64,False
PF1815,2024-03-15 02:31:41,2A,Immigration_NonEU,1,2,3,79,Night,Normal,Transit,237,False
PF1816,2024-03-19 15:28:46,2A,Immigration_NonEU,32,11,2,55,Normal,Normal,VIP,261,False
PF1817,2024-03-16 23:28:00,2A,Immigration_NonEU,6,4,1,62,Night,Normal,Crew,181,False
PF1818,2024-03-16 09:26:52,2A,Security,12,4,3,92,Normal,VIP_Movement,Transit,74,False
PF1819,2024-03-20 05:20:58,3,Customs,118,48,3,202,Morning_Rush,Normal,Crew,51,False
PF1820,2024-03-16 06:17:26,1,Immigration_EU,97,40,4,61,Morning_Rush,Normal,Crew,243,False
PF1821,2024-03-19 13:28:44,2B,Baggage_Claim,3,8,1,204,Normal,Normal,EU_Citizen,90,False
PF1822,2024-03-16 04:25:21,2B,Security,7,14,5,139,Night,Normal,Transit,84,False
PF1823,2024-03-20 03:17:11,2E,Immigration_NonEU,11,10,1,97,Night,Normal,Crew,198,False
PF1824,2024-03-15 05:26:58,2F,Baggage_Claim,62,23,1,86,Morning_Rush,Normal,Crew,64,False
PF1825,2024-03-16 10:43:34,3,Immigration_NonEU,27,9,3,69,Normal,Normal,VIP,273,False
PF1826,2024-03-15 12:02:56,2C,Baggage_Claim,27,12,3,204,Normal,Normal,EU_Citizen,158,False
PF1827,2024-03-20 22:52:44,2F,Customs,15,15,1,203,Night,Normal,EU_Citizen,139,False
PF1828,2024-03-20 05:43:09,2E,Security,92,38,3,78,Morning_Rush,Normal,VIP,57,False
PF1829,2024-03-15 05:55:05,2F,Immigration_NonEU,81,35,4,91,Morning_Rush,Normal,Non_EU,289,False
PF1830,2024-03-18 19:31:20,2D,Customs,108,39,4,99,Evening_Peak,System_Down,Non_EU,57,False
PF1831,2024-03-20 05:18:55,1,Immigration_EU,109,49,3,64,Morning_Rush,Normal,EU_Citizen,159,False
PF1832,2024-03-15 05:10:41,3,Immigration_EU,97,33,1,62,Morning_Rush,Normal,EU_Citizen,273,False
PF1833,2024-03-15 17:09:21,2B,Immigration_EU,28,22,1,92,Evening_Peak,Normal,Crew,126,False
PF1834,2024-03-14 23:48:02,2D,Customs,15,18,2,102,Night,Normal,Crew,72,False
PF1835,2024-03-16 20:56:06,2D,Customs,61,30,4,227,Evening_Peak,Emergency,VIP,121,False
PF1836,2024-03-20 01:45:00,2E,Customs,28,9,3,121,Night,Normal,VIP,126,False
PF1837,2024-03-19 02:36:57,2B,Customs,24,13,2,199,Night,Normal,Non_EU,103,False
PF1838,2024-03-17 13:13:43,2D,Baggage_Claim,19,6,4,239,Normal,Normal,EU_Citizen,80,False
PF1839,2024-03-16 18:43:39,2A,Baggage_Claim,40,26,3,206,Evening_Peak,Normal,Crew,124,False
PF1840,2024-03-17 13:51:24,2C,Immigration_EU,1,0,1,51,Normal,Normal,Crew,180,False
PF1841,2024-03-17 10:05:06,2B,Immigration_NonEU,38,19,1,57,Normal,Normal,Crew,214,False
PF1842,2024-03-19 21:17:08,2F,Customs,0,2,2,97,Night,Normal,Crew,75,False
PF1843,2024-03-19 16:40:26,3,Security,23,10,3,131,Evening_Peak,Normal,EU_Citizen,80,False
PF1844,2024-03-16 02:01:31,2D,Immigration_NonEU,15,10,2,48,Night,Normal,EU_Citizen,198,False
PF1845,2024-03-15 19:41:36,2F,Customs,107,35,3,200,Evening_Peak,Normal,Transit,94,False
PF1846,2024-03-19 01:35:30,2C,Immigration_NonEU,1,3,2,68,Night,Normal,Transit,292,False
PF1847,2024-03-19 09:31:00,2F,Immigration_EU,9,4,1,98,Normal,System_Down,VIP,340,False
PF1848,2024-03-17 16:10:12,2B,Immigration_NonEU,80,40,4,66,Evening_Peak,Normal,EU_Citizen,238,False
PF1849,2024-03-20 16:57:20,2D,Customs,72,33,2,113,Evening_Peak,Normal,VIP,55,False
PF1850,2024-03-18 04:03:52,2F,Customs,39,27,4,195,Night,Normal,VIP,72,False
PF1851,2024-03-17 20:21:50,2B,Immigration_NonEU,113,39,3,43,Evening_Peak,Normal,Non_EU,135,False
PF1852,2024-03-16 18:10:51,2B,Security,71,30,2,135,Evening_Peak,Normal,Crew,40,False
PF1853,2024-03-16 07:03:17,2C,Baggage_Claim,112,40,4,152,Morning_Rush,Normal,EU_Citizen,93,False
PF1854,2024-03-16 19:53:16,2F,Security,113,51,5,130,Evening_Peak,Normal,Crew,42,False
PF1855,2024-03-18 18:47:48,1,Customs,70,30,3,110,Evening_Peak,Normal,Non_EU,92,False
PF1856,2024-03-19 12:35:52,2C,Customs,3,2,3,87,Normal,Normal,Non_EU,82,False
PF1857,2024-03-15 02:43:31,2F,Baggage_Claim,14,11,4,102,Night,Normal,Transit,75,False
PF1858,2024-03-15 03:00:32,2C,Customs,36,20,3,176,Night,Normal,VIP,108,False
PF1859,2024-03-17 13:48:09,3,Baggage_Claim,6,14,3,114,Normal,Normal,VIP,158,False
PF1860,2024-03-19 03:25:19,2B,Customs,7,15,1,236,Night,Normal,VIP,49,False
PF1861,2024-03-16 05:23:46,2E,Customs,66,24,1,204,Morning_Rush,Normal,Non_EU,93,False
PF1862,2024-03-18 05:59:06,2C,Security,26,9,2,130,Morning_Rush,Normal,Transit,106,False
PF1863,2024-03-16 18:47:29,2A,Security,117,40,6,104,Evening_Peak,Normal,Non_EU,45,False
PF1864,2024-03-20 12:52:38,2A,Immigration_EU,23,11,2,79,Normal,Normal,VIP,85,False
PF1865,2024-03-21 18:41:33,2C,Security,93,31,4,116,Evening_Peak,Normal,VIP,61,False
PF1866,2024-03-21 14:01:22,2A,Immigration_NonEU,33,19,4,40,Normal,Normal,VIP,168,False
PF1867,2024-03-20 16:28:03,2D,Baggage_Claim,94,34,1,81,Evening_Peak,Normal,Crew,77,False
PF1868,2024-03-18 06:57:12,2B,Immigration_NonEU,33,16,1,98,Morning_Rush,Normal,Crew,282,False
PF1869,2024-03-19 06:47:16,1,Baggage_Claim,97,45,3,166,Morning_Rush,Normal,EU_Citizen,161,False
PF1870,2024-03-20 03:49:06,2E,Security,25,20,6,114,Night,Normal,VIP,105,False
PF1871,2024-03-16 03:51:53,2A,Immigration_EU,3,5,4,87,Night,System_Down,Crew,304,False
PF1872,2024-03-17 19:06:32,1,Immigration_NonEU,60,27,1,62,Evening_Peak,Normal,VIP,63,False
PF1873,2024-03-17 18:04:04,2F,Immigration_EU,45,27,2,77,Evening_Peak,Emergency,Non_EU,252,False
PF1874,2024-03-16 17:35:13,3,Baggage_Claim,95,40,4,181,Evening_Peak,Normal,VIP,67,False
PF1875,2024-03-17 08:25:27,2A,Immigration_NonEU,95,39,2,55,Morning_Rush,Normal,EU_Citizen,276,False
PF1876,2024-03-18 09:32:58,2C,Security,10,15,6,87,Normal,Normal,EU_Citizen,96,False
PF1877,2024-03-16 01:42:22,1,Immigration_NonEU,8,10,3,68,Night,Normal,Crew,301,False
PF1878,2024-03-15 09:20:56,2D,Baggage_Claim,0,8,2,193,Normal,Normal,VIP,138,False
PF1879,2024-03-17 06:08:49,2E,Customs,58,25,3,119,Morning_Rush,Normal,Crew,116,False
PF1880,2024-03-17 05:21:39,2E,Baggage_Claim,109,47,4,105,Morning_Rush,Normal,Transit,137,False
PF1881,2024-03-15 04:11:43,2D,Security,36,13,5,124,Night,Normal,VIP,83,False
PF1882,2024-03-17 14:19:58,2E,Immigration_EU,12,15,4,87,Normal,Normal,Crew,115,False
PF1883,2024-03-16 18:14:03,2F,Immigration_NonEU,21,7,3,62,Evening_Peak,Normal,Transit,224,False
PF1884,2024-03-17 17:35:38,2C,Baggage_Claim,41,27,3,151,Evening_Peak,Normal,Non_EU,57,False
PF1885,2024-03-20 23:21:09,3,Immigration_EU,5,8,1,64,Night,Normal,Transit,343,False
PF1886,2024-03-21 11:53:29,2E,Customs,17,19,4,202,Normal,Normal,VIP,155,False
PF1887,2024-03-20 17:27:28,2A,Customs,53,17,1,150,Evening_Peak,VIP_Movement,VIP,106,False
PF1888,2024-03-21 08:35:24,1,Customs,49,17,4,217,Morning_Rush,Normal,VIP,105,False
PF1889,2024-03-16 07:28:27,3,Immigration_NonEU,45,26,3,48,Morning_Rush,Normal,Crew,348,False
PF1890,2024-03-15 12:24:22,2A,Security,7,9,7,89,Normal,Normal,VIP,96,False
PF1891,2024-03-19 23:13:40,2E,Immigration_EU,39,27,4,49,Night,System_Down,Transit,133,False
PF1892,2024-03-17 07:38:46,2F,Immigration_EU,100,36,4,96,Morning_Rush,Normal,Non_EU,126,False
PF1893,2024-03-16 07:04:40,2D,Security,76,29,7,134,Morning_Rush,Normal,Non_EU,90,False
PF1894,2024-03-19 15:05:42,2E,Security,22,13,4,108,Normal,VIP_Movement,EU_Citizen,76,False
PF1895,2024-03-20 05:15:08,3,Security,108,45,6,93,Morning_Rush,Normal,Non_EU,107,False
PF1896,2024-03-19 13:31:38,2D,Security,36,18,4,86,Normal,Normal,Transit,91,False
PF1897,2024-03-16 20:38:31,3,Customs,94,40,3,210,Evening_Peak,Normal,Transit,115,False
PF1898,2024-03-21 16:33:59,1,Immigration_EU,87,36,1,46,Evening_Peak,Normal,Transit,207,False
PF1899,2024-03-20 01:56:56,1,Security,5,4,4,118,Night,Normal,Non_EU,59,False
PF1900,2024-03-19 13:11:30,3,Immigration_NonEU,34,20,4,44,Normal,Normal,Transit,171,False
PF1901,2024-03-18 02:12:58,3,Customs,1,14,1,118,Night,Normal,Non_EU,143,False
PF1902,2024-03-17 08:25:57,2B,Immigration_NonEU,27,12,4,60,Morning_Rush,Normal,VIP,216,False
PF1903,2024-03-17 04:01:33,1,Security,31,18,4,114,Night,Normal,EU_Citizen,43,False
PF1904,2024-03-21 12:22:43,2C,Immigration_NonEU,25,10,1,50,Normal,Normal,VIP,240,False
PF1905,2024-03-19 08:12:44,3,Security,47,23,5,81,Morning_Rush,Emergency,Transit,30,False
PF1906,2024-03-14 23:52:26,3,Baggage_Claim,31,16,2,173,Night,Normal,Non_EU,143,False
PF1907,2024-03-17 22:22:12,1,Customs,26,20,1,207,Night,Normal,VIP,158,False
PF1908,2024-03-18 18:12:29,2F,Baggage_Claim,105,43,4,87,Evening_Peak,Normal,VIP,125,False
PF1909,2024-03-17 23:45:17,2E,Customs,19,12,3,120,Night,Normal,Crew,55,False
PF1910,2024-03-19 10:56:36,2A,Customs,17,9,4,96,Normal,Normal,VIP,161,False
PF1911,2024-03-17 18:16:14,2B,Baggage_Claim,75,27,4,200,Evening_Peak,Normal,Non_EU,50,False
PF1912,2024-03-19 16:46:45,1,Immigration_NonEU,107,35,1,42,Evening_Peak,Normal,VIP,281,False
PF1913,2024-03-21 02:08:05,2A,Baggage_Claim,10,15,2,132,Night,Normal,Crew,85,False
PF1914,2024-03-19 10:38:36,2A,Security,5,7,3,115,Normal,Normal,Non_EU,73,False
PF1915,2024-03-17 04:12:33,2D,Customs,20,8,2,94,Night,Normal,EU_Citizen,93,False
PF1916,2024-03-19 17:14:38,2F,Customs,98,40,3,143,Evening_Peak,Normal,VIP,125,False
PF1917,2024-03-15 23:52:40,1,Security,11,3,5,98,Night,Normal,Crew,115,False
PF1918,2024-03-18 19:08:47,2E,Security,118,50,3,80,Evening_Peak,Normal,VIP,87,False
PF1919,2024-03-19 20:26:04,2D,Immigration_EU,90,42,1,68,Evening_Peak,Normal,EU_Citizen,122,False
PF1920,2024-03-19 09:00:09,2D,Baggage_Claim,3,1,4,80,Normal,Normal,VIP,89,False
PF1921,2024-03-21 01:36:31,2F,Customs,2,3,2,136,Night,Normal,VIP,57,False
PF1922,2024-03-21 04:09:05,2B,Baggage_Claim,18,16,2,211,Night,Normal,VIP,135,False
PF1923,2024-03-18 10:56:58,2A,Immigration_NonEU,4,11,1,49,Normal,Normal,Non_EU,126,False
PF1924,2024-03-15 03:31:23,2E,Security,29,9,5,61,Night,Normal,Non_EU,49,False
PF1925,2024-03-15 13:28:39,2A,Baggage_Claim,2,3,4,233,Normal,Normal,EU_Citizen,134,False
PF1926,2024-03-18 05:28:01,2D,Immigration_NonEU,90,41,1,93,Morning_Rush,Normal,Non_EU,117,False
PF1927,2024-03-21 10:09:44,3,Immigration_NonEU,39,24,2,85,Normal,Normal,Crew,97,False
PF1928,2024-03-15 00:38:52,3,Immigration_NonEU,20,17,2,91,Night,Normal,Transit,225,False
PF1929,2024-03-20 23:50:01,2D,Customs,18,8,1,156,Night,Normal,Transit,163,False
PF1930,2024-03-18 10:17:42,2B,Immigration_EU,2,9,2,50,Normal,Normal,VIP,101,False
PF1931,2024-03-18 04:12:35,2E,Customs,10,17,3,82,Night,Normal,EU_Citizen,126,False
PF1932,2024-03-15 12:16:28,2D,Security,33,17,7,96,Normal,Normal,Non_EU,78,False
PF1933,2024-03-19 04:55:41,2B,Immigration_EU,10,4,1,42,Night,Normal,Crew,191,False
PF1934,2024-03-16 17:34:59,1,Immigration_EU,54,20,4,84,Evening_Peak,Normal,Non_EU,70,False
PF1935,2024-03-17 07:41:09,3,Immigration_EU,51,23,3,99,Morning_Rush,Normal,Crew,267,False
PF1936,2024-03-15 07:34:25,2E,Immigration_NonEU,44,21,3,61,Morning_Rush,Normal,EU_Citizen,107,False
PF1937,2024-03-19 06:57:13,2E,Immigration_EU,37,20,1,97,Morning_Rush,Normal,Non_EU,174,False
PF1938,2024-03-18 09:47:23,2C,Customs,38,12,3,182,Normal,Normal,EU_Citizen,123,False
PF1939,2024-03-17 19:42:30,2D,Customs,38,16,1,80,Evening_Peak,Normal,Non_EU,83,False
PF1940,2024-03-16 21:45:02,3,Customs,17,7,1,178,Night,Normal,VIP,154,False
PF1941,2024-03-19 06:06:52,2F,Security,31,20,6,71,Morning_Rush,Normal,EU_Citizen,48,False
PF1942,2024-03-15 22:36:44,2A,Immigration_NonEU,2,1,3,49,Night,Normal,VIP,134,False
PF1943,2024-03-18 12:11:15,2E,Immigration_NonEU,15,16,2,45,Normal,Normal,VIP,344,False
PF1944,2024-03-20 21:44:10,2C,Security,28,14,2,127,Night,Normal,Transit,35,False
PF1945,2024-03-21 05:26:37,2C,Customs,100,45,2,239,Morning_Rush,Normal,EU_Citizen,81,False
PF1946,2024-03-17 13:39:17,2C,Customs,12,10,3,101,Normal,Normal,VIP,99,False
PF1947,2024-03-17 20:36:25,2D,Security,32,11,5,88,Evening_Peak,Normal,Transit,51,False
PF1948,2024-03-21 06:43:30,2B,Immigration_EU,83,27,3,72,Morning_Rush,Normal,Non_EU,322,False
PF1949,2024-03-16 01:47:35,2C,Immigration_EU,25,19,2,42,Night,Normal,VIP,247,False
PF1950,2024-03-21 00:06:44,2F,Customs,21,10,1,225,Night,Normal,Non_EU,87,False
PF1951,2024-03-18 03:03:40,1,Baggage_Claim,34,18,1,209,Night,Normal,Crew,69,False
PF1952,2024-03-17 05:06:46,1,Baggage_Claim,64,33,3,134,Morning_Rush,Normal,VIP,148,False
PF1953,2024-03-18 11:43:39,2C,Immigration_NonEU,35,18,1,78,Normal,VIP_Movement,Non_EU,282,False
PF1954,2024-03-16 20:58:06,3,Baggage_Claim,80,38,2,203,Evening_Peak,Normal,EU_Citizen,162,False
PF1955,2024-03-20 04:25:19,2A,Baggage_Claim,0,0,1,136,Night,Normal,Crew,151,False
PF1956,2024-03-21 15:45:57,2C,Baggage_Claim,20,19,3,198,Normal,VIP_Movement,Non_EU,89,False
PF1957,2024-03-21 18:50:58,3,Baggage_Claim,119,40,1,217,Evening_Peak,VIP_Movement,VIP,159,False
PF1958,2024-03-15 06:38:52,2C,Customs,116,44,2,148,Morning_Rush,Normal,Non_EU,138,False
PF1959,2024-03-15 16:37:47,2F,Baggage_Claim,103,36,1,143,Evening_Peak,Normal,EU_Citizen,101,False
PF1960,2024-03-21 06:35:37,2F,Immigration_NonEU,63,27,4,86,Morning_Rush,Normal,VIP,150,False
PF1961,2024-03-16 02:39:17,2C,Security,37,14,2,79,Night,Normal,Non_EU,89,False
PF1962,2024-03-18 18:21:42,2B,Immigration_EU,100,44,3,51,Evening_Peak,Normal,Crew,350,False
PF1963,2024-03-15 23:45:24,2C,Immigration_NonEU,10,16,4,85,Night,Normal,VIP,337,False
PF1964,2024-03-21 05:52:28,3,Customs,40,24,2,235,Morning_Rush,System_Down,Transit,107,False
PF1965,2024-03-20 16:30:05,2A,Baggage_Claim,48,17,1,83,Evening_Peak,Normal,Crew,161,False
PF1966,2024-03-20 02:22:49,2B,Security,1,5,7,86,Night,Normal,Transit,92,False
PF1967,2024-03-19 17:24:27,2A,Immigration_EU,40,21,1,96,Evening_Peak,Normal,VIP,319,False
PF1968,2024-03-15 04:27:20,2A,Security,21,13,7,71,Night,Normal,Crew,74,False
PF1969,2024-03-19 13:07:32,2C,Baggage_Claim,33,25,4,210,Normal,Normal,Non_EU,109,False
PF1970,2024-03-17 22:19:57,2D,Immigration_EU,7,4,2,52,Night,Normal,Transit,147,False
PF1971,2024-03-18 18:30:45,2A,Immigration_NonEU,34,13,4,79,Evening_Peak,Normal,VIP,299,False
PF1972,2024-03-15 06:26:14,2B,Baggage_Claim,54,20,2,161,Morning_Rush,Normal,Non_EU,53,False
PF1973,2024-03-21 04:13:53,1,Immigration_NonEU,26,8,4,67,Night,Normal,Non_EU,280,False
PF1974,2024-03-16 15:32:23,2F,Immigration_NonEU,14,8,2,80,Normal,Normal,EU_Citizen,158,False
PF1975,2024-03-21 02:03:10,2A,Immigration_NonEU,19,9,1,94,Night,Normal,Non_EU,342,False
PF1976,2024-03-21 00:00:14,2C,Customs,15,17,3,202,Night,Normal,Crew,90,False
PF1977,2024-03-21 20:33:23,2B,Immigration_EU,55,27,4,89,Evening_Peak,Normal,Crew,207,False
PF1978,2024-03-15 04:29:18,2E,Immigration_NonEU,25,20,4,94,Night,Normal,Crew,344,False
PF1979,2024-03-20 15:46:18,1,Immigration_EU,23,18,1,86,Normal,Normal,VIP,107,False
PF1980,2024-03-18 17:01:11,2D,Customs,111,40,1,124,Evening_Peak,Normal,Crew,53,False
PF1981,2024-03-20 22:51:00,3,Immigration_NonEU,32,10,4,48,Night,Normal,EU_Citizen,297,False
PF1982,2024-03-16 10:05:52,2D,Immigration_EU,6,11,2,77,Normal,Normal,Transit,206,False
PF1983,2024-03-15 08:14:46,1,Immigration_EU,42,22,2,66,Morning_Rush,Normal,VIP,169,False
PF1984,2024-03-16 10:38:20,2F,Immigration_EU,35,21,4,58,Normal,Normal,Crew,171,False
PF1985,2024-03-20 05:32:27,2A,Baggage_Claim,117,39,3,94,Morning_Rush,Normal,Transit,136,False
PF1986,2024-03-16 17:56:49,1,Immigration_NonEU,70,31,3,46,Evening_Peak,Normal,EU_Citizen,89,False
PF1987,2024-03-19 20:54:28,2F,Customs,33,19,2,205,Evening_Peak,Normal,Crew,82,False
PF1988,2024-03-18 19:11:00,2B,Baggage_Claim,101,47,4,190,Evening_Peak,Normal,Crew,151,False
PF1989,2024-03-21 03:51:51,2A,Immigration_NonEU,31,16,3,84,Night,Normal,Non_EU,304,False
PF1990,2024-03-16 21:24:48,2C,Immigration_NonEU,27,16,3,47,Night,Normal,VIP,61,False
PF1991,2024-03-18 10:51:37,2B,Security,4,13,2,107,Normal,Normal,Non_EU,38,False
PF1992,2024-03-18 01:03:24,2D,Security,39,15,5,61,Night,Normal,Transit,110,False
PF1993,2024-03-16 10:00:11,1,Immigration_NonEU,30,24,1,57,Normal,Normal,VIP,297,False
PF1994,2024-03-18 22:27:08,2E,Security,15,12,3,107,Night,Normal,Non_EU,79,False
PF1995,2024-03-17 14:54:34,3,Security,29,14,2,71,Normal,Normal,EU_Citizen,67,False
PF1996,2024-03-16 12:59:01,2B,Baggage_Claim,27,13,3,132,Normal,Normal,Crew,129,False
PF1997,2024-03-18 22:59:30,1,Customs,39,14,3,153,Night,Normal,VIP,71,False
PF1998,2024-03-21 12:53:51,2C,Security,20,6,4,119,Normal,Normal,EU_Citizen,104,False
PF1999,2024-03-15 12:01:57,2C,Customs,8,8,2,184,Normal,Normal,VIP,123,False
PF2000,2024-03-17 11:39:10,3,Immigration_EU,23,11,4,59,Normal,Normal,VIP,126,False
PF238,2024-03-14 02:20:54,1,Security,8,13,6,60,Night,Normal,VIP,56,True
PF1007,2024-03-14 14:14:41,2A,Immigration_NonEU,38,15,1,93,Normal,Normal,VIP,178,True
