Transaction_ID,Date_Time,Revenue_Stream,Amount_EUR,Flight_Reference,Terminal,Passenger_Count,Revenue_Per_Passenger,Payment_Method,Currency_Original,Exchange_Rate,Cost_Category,Synthetic_Data
FIN680,2024-03-16 06:19:27,Landing_Fees,5420,CDG176,2C,132.0,41.06,Airline_Invoice,GBP,1.009,Indirect_Operational,False
FIN681,2024-03-19 07:35:24,Food_Beverage,117,,External,,117.0,Airline_Invoice,USD,0.9,Marketing,False
FIN682,2024-03-16 05:28:09,Landing_Fees,8365,CDG218,2F,221.0,37.85,Credit_Card,GBP,0.945,Marketing,False
FIN683,2024-03-15 06:19:28,Retail_Commission,64,,2D,,64.0,Credit_Card,JPY,1.027,Marketing,False
FIN684,2024-03-21 21:57:02,Hotel_Commission,68,,3,,68.0,Commission,JPY,0.98,Direct_Operational,False
FIN685,2024-03-20 22:37:08,Parking_Fees,40,CDG481,2D,511.0,0.08,Credit_Card,JPY,0.985,Direct_Operational,False
FIN686,2024-03-20 20:01:03,Parking_Fees,10,CDG324,External,464.0,0.02,Commission,USD,0.995,Direct_Operational,False
FIN687,2024-03-21 12:25:57,Food_Beverage,39,,2D,,39.0,Commission,GBP,0.937,Marketing,False
FIN688,2024-03-18 23:05:01,Duty_Free,113,,1,,113.0,Cash,USD,0.962,Indirect_Operational,False
FIN689,2024-03-19 19:51:04,Hotel_Commission,47,,2A,,47.0,Commission,USD,1.079,Direct_Operational,False
FIN690,2024-03-15 14:09:50,Retail_Commission,128,,External,,128.0,Cash,USD,1.024,Marketing,False
FIN691,2024-03-20 23:43:16,Landing_Fees,7617,CDG352,1,209.0,36.44,Cash,GBP,0.941,Direct_Operational,False
FIN692,2024-03-19 03:57:11,Landing_Fees,3065,CDG284,2B,434.0,7.06,Credit_Card,EUR,1.0,Administrative,False
FIN693,2024-03-20 15:24:39,Landing_Fees,3287,CDG132,2B,508.0,6.47,Commission,USD,0.851,Administrative,False
FIN694,2024-03-21 05:48:16,Car_Rental,70,,3,,70.0,Credit_Card,GBP,0.993,Administrative,False
FIN695,2024-03-20 04:51:45,Landing_Fees,3528,CDG443,2D,332.0,10.63,Cash,EUR,1.0,Marketing,False
FIN696,2024-03-21 17:55:59,Hotel_Commission,34,,2B,,34.0,Cash,GBP,1.133,Marketing,False
FIN697,2024-03-16 04:45:44,Duty_Free,193,,External,,193.0,Credit_Card,USD,0.893,Direct_Operational,False
FIN698,2024-03-18 20:16:39,Food_Beverage,115,,2C,,115.0,Cash,JPY,1.066,Marketing,False
FIN699,2024-03-15 12:27:48,Parking_Fees,52,CDG468,2D,364.0,0.14,Cash,EUR,1.0,Marketing,False
FIN700,2024-03-17 00:29:21,Duty_Free,128,,2B,,128.0,Commission,USD,1.136,Marketing,False
FIN701,2024-03-17 23:05:54,Landing_Fees,1416,CDG85,2F,428.0,3.31,Airline_Invoice,GBP,1.064,Indirect_Operational,False
FIN702,2024-03-15 18:39:46,Food_Beverage,43,,2D,,43.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN703,2024-03-20 23:43:01,Landing_Fees,4028,CDG94,2F,337.0,11.95,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN704,2024-03-17 23:23:37,Parking_Fees,57,CDG38,External,432.0,0.13,Credit_Card,GBP,0.917,Administrative,False
FIN705,2024-03-17 10:36:35,Duty_Free,34,,2B,,34.0,Commission,USD,0.994,Administrative,False
FIN706,2024-03-20 19:28:44,Retail_Commission,26,,2F,,26.0,Commission,JPY,0.954,Administrative,False
FIN707,2024-03-15 01:43:21,Parking_Fees,53,CDG144,2D,356.0,0.15,Airline_Invoice,EUR,1.0,Administrative,False
FIN708,2024-03-19 12:43:32,Hotel_Commission,57,,2C,,57.0,Credit_Card,JPY,1.043,Marketing,False
FIN709,2024-03-19 05:08:59,Landing_Fees,8340,CDG228,2F,262.0,31.83,Airline_Invoice,EUR,1.0,Administrative,False
FIN710,2024-03-15 06:27:11,Car_Rental,50,,3,,50.0,Cash,USD,0.958,Marketing,False
FIN711,2024-03-19 20:18:26,Landing_Fees,7248,CDG297,2E,143.0,50.69,Commission,GBP,0.868,Direct_Operational,False
FIN712,2024-03-17 23:55:59,Landing_Fees,1912,CDG349,2A,474.0,4.03,Cash,JPY,0.939,Marketing,False
FIN713,2024-03-15 05:34:57,Food_Beverage,23,,2E,,23.0,Airline_Invoice,JPY,0.934,Indirect_Operational,False
FIN714,2024-03-18 19:49:05,Food_Beverage,72,,External,,72.0,Credit_Card,JPY,0.93,Administrative,False
FIN715,2024-03-16 22:58:28,Food_Beverage,67,,2F,,67.0,Airline_Invoice,GBP,0.893,Administrative,False
FIN716,2024-03-19 21:58:30,Car_Rental,76,,1,,76.0,Commission,USD,1.146,Direct_Operational,False
FIN717,2024-03-16 03:59:16,Car_Rental,118,,2F,,118.0,Cash,USD,1.038,Direct_Operational,False
FIN718,2024-03-20 18:04:29,Car_Rental,112,,2C,,112.0,Commission,EUR,1.0,Direct_Operational,False
FIN719,2024-03-15 07:32:01,Retail_Commission,60,,1,,60.0,Cash,GBP,0.87,Indirect_Operational,False
FIN720,2024-03-17 19:11:24,Landing_Fees,4694,CDG415,1,226.0,20.77,Credit_Card,GBP,0.98,Direct_Operational,False
FIN721,2024-03-15 22:50:22,Duty_Free,32,,2F,,32.0,Cash,EUR,1.0,Direct_Operational,False
FIN722,2024-03-19 17:21:24,Parking_Fees,14,CDG92,2B,179.0,0.08,Airline_Invoice,USD,0.919,Indirect_Operational,False
FIN723,2024-03-15 19:48:02,Parking_Fees,26,CDG24,2D,123.0,0.21,Cash,EUR,1.0,Marketing,False
FIN724,2024-03-21 10:35:04,Landing_Fees,7988,CDG35,2A,265.0,30.14,Cash,JPY,0.968,Marketing,False
FIN725,2024-03-15 21:27:40,Duty_Free,170,,2B,,170.0,Credit_Card,JPY,0.971,Administrative,False
FIN726,2024-03-15 12:31:52,Parking_Fees,21,CDG171,2A,330.0,0.06,Cash,JPY,1.047,Administrative,False
FIN727,2024-03-17 10:48:13,Food_Beverage,57,,2E,,57.0,Airline_Invoice,GBP,1.079,Direct_Operational,False
FIN728,2024-03-16 18:05:12,Retail_Commission,50,,2A,,50.0,Commission,USD,1.039,Administrative,False
FIN729,2024-03-21 11:15:01,Parking_Fees,12,CDG358,2A,322.0,0.04,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN730,2024-03-21 05:17:02,Duty_Free,133,,1,,133.0,Commission,EUR,1.0,Administrative,False
FIN731,2024-03-17 13:35:08,Car_Rental,96,,1,,96.0,Cash,EUR,1.0,Indirect_Operational,False
FIN732,2024-03-19 01:29:36,Retail_Commission,16,,External,,16.0,Commission,GBP,0.936,Indirect_Operational,False
FIN733,2024-03-19 11:21:35,Food_Beverage,86,,External,,86.0,Airline_Invoice,GBP,0.982,Marketing,False
FIN734,2024-03-19 15:27:11,Retail_Commission,138,,External,,138.0,Commission,EUR,1.0,Indirect_Operational,False
FIN735,2024-03-21 10:04:06,Retail_Commission,135,,2F,,135.0,Cash,JPY,1.097,Indirect_Operational,False
FIN736,2024-03-21 00:32:56,Car_Rental,51,,External,,51.0,Airline_Invoice,EUR,1.0,Administrative,False
FIN737,2024-03-17 18:12:52,Food_Beverage,110,,2B,,110.0,Commission,GBP,1.019,Administrative,False
FIN738,2024-03-20 10:30:17,Car_Rental,51,,1,,51.0,Commission,JPY,0.851,Marketing,False
FIN739,2024-03-15 14:46:10,Landing_Fees,8396,CDG233,3,442.0,19.0,Cash,EUR,1.0,Indirect_Operational,False
FIN740,2024-03-21 04:49:04,Food_Beverage,88,,2A,,88.0,Airline_Invoice,GBP,0.898,Marketing,False
FIN741,2024-03-19 08:54:00,Car_Rental,39,,2B,,39.0,Credit_Card,USD,1.002,Marketing,False
FIN742,2024-03-15 12:54:54,Car_Rental,114,,3,,114.0,Airline_Invoice,GBP,0.932,Marketing,False
FIN743,2024-03-16 22:32:41,Duty_Free,185,,2B,,185.0,Cash,EUR,1.0,Direct_Operational,False
FIN744,2024-03-20 17:39:17,Duty_Free,163,,2B,,163.0,Airline_Invoice,JPY,1.117,Administrative,False
FIN745,2024-03-15 12:55:19,Food_Beverage,27,,2E,,27.0,Credit_Card,USD,0.868,Indirect_Operational,False
FIN746,2024-03-17 00:59:02,Retail_Commission,9,,1,,9.0,Credit_Card,JPY,0.975,Administrative,False
FIN747,2024-03-18 06:48:06,Car_Rental,29,,2D,,29.0,Commission,USD,0.994,Administrative,False
FIN748,2024-03-15 12:42:35,Landing_Fees,7563,CDG331,3,166.0,45.56,Credit_Card,GBP,0.907,Indirect_Operational,False
FIN749,2024-03-16 07:12:36,Car_Rental,112,,External,,112.0,Airline_Invoice,GBP,0.98,Marketing,False
FIN750,2024-03-19 20:43:21,Parking_Fees,40,CDG355,2F,278.0,0.14,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN751,2024-03-16 00:37:04,Landing_Fees,2342,CDG331,2F,315.0,7.43,Credit_Card,JPY,0.959,Indirect_Operational,False
FIN752,2024-03-21 09:33:27,Duty_Free,148,,External,,148.0,Commission,EUR,1.0,Marketing,False
FIN753,2024-03-20 04:54:30,Parking_Fees,27,CDG9,2B,470.0,0.06,Cash,EUR,1.0,Direct_Operational,False
FIN754,2024-03-16 20:39:21,Hotel_Commission,88,,1,,88.0,Commission,USD,0.985,Administrative,False
FIN755,2024-03-19 22:43:21,Car_Rental,31,,External,,31.0,Cash,EUR,1.0,Administrative,False
FIN756,2024-03-21 09:42:40,Car_Rental,106,,2A,,106.0,Airline_Invoice,JPY,1.082,Administrative,False
FIN757,2024-03-15 15:31:05,Car_Rental,84,,2E,,84.0,Cash,GBP,1.129,Direct_Operational,False
FIN758,2024-03-20 21:25:22,Parking_Fees,31,CDG428,2E,380.0,0.08,Airline_Invoice,JPY,1.036,Direct_Operational,False
FIN759,2024-03-16 03:08:55,Food_Beverage,116,,3,,116.0,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN760,2024-03-20 14:19:13,Landing_Fees,3235,CDG14,3,386.0,8.38,Credit_Card,USD,0.873,Indirect_Operational,False
FIN761,2024-03-20 06:04:22,Parking_Fees,54,CDG240,2D,373.0,0.14,Cash,JPY,0.87,Marketing,False
FIN762,2024-03-15 22:14:00,Food_Beverage,89,,1,,89.0,Airline_Invoice,USD,1.065,Marketing,False
FIN763,2024-03-15 17:35:32,Retail_Commission,73,,2C,,73.0,Cash,GBP,0.917,Marketing,False
FIN764,2024-03-20 10:39:49,Food_Beverage,107,,2E,,107.0,Commission,USD,0.861,Marketing,False
FIN765,2024-03-15 08:08:40,Parking_Fees,54,CDG150,2C,141.0,0.38,Commission,USD,1.086,Direct_Operational,False
FIN766,2024-03-20 08:52:29,Retail_Commission,14,,2E,,14.0,Credit_Card,USD,1.116,Administrative,False
FIN767,2024-03-19 19:39:26,Parking_Fees,36,CDG329,2D,512.0,0.07,Airline_Invoice,JPY,0.937,Indirect_Operational,False
FIN768,2024-03-19 15:04:46,Food_Beverage,105,,1,,105.0,Cash,JPY,0.919,Administrative,False
FIN769,2024-03-20 10:29:14,Duty_Free,55,,3,,55.0,Cash,USD,1.082,Marketing,False
FIN770,2024-03-15 05:12:07,Hotel_Commission,79,,1,,79.0,Airline_Invoice,JPY,1.122,Marketing,False
FIN771,2024-03-18 09:56:33,Car_Rental,52,,2E,,52.0,Commission,GBP,0.907,Marketing,False
FIN772,2024-03-19 00:51:34,Car_Rental,116,,2E,,116.0,Airline_Invoice,JPY,1.039,Marketing,False
FIN773,2024-03-15 05:59:29,Duty_Free,72,,2D,,72.0,Cash,EUR,1.0,Direct_Operational,False
FIN774,2024-03-20 20:58:04,Duty_Free,181,,1,,181.0,Cash,JPY,1.05,Marketing,False
FIN775,2024-03-21 05:13:33,Parking_Fees,13,CDG245,2D,195.0,0.07,Cash,USD,1.009,Marketing,False
FIN776,2024-03-20 21:41:54,Landing_Fees,6570,CDG260,1,172.0,38.2,Airline_Invoice,GBP,1.084,Marketing,False
FIN777,2024-03-16 12:33:25,Retail_Commission,109,,2C,,109.0,Cash,EUR,1.0,Administrative,False
FIN778,2024-03-19 17:18:30,Parking_Fees,24,CDG228,External,364.0,0.07,Cash,JPY,0.905,Administrative,False
FIN779,2024-03-18 01:23:52,Landing_Fees,7535,CDG446,External,315.0,23.92,Cash,USD,0.898,Administrative,False
FIN780,2024-03-17 20:57:59,Car_Rental,34,,1,,34.0,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN781,2024-03-19 00:39:22,Hotel_Commission,101,,External,,101.0,Credit_Card,GBP,1.066,Indirect_Operational,False
FIN782,2024-03-15 15:27:50,Duty_Free,212,,3,,212.0,Cash,JPY,1.046,Administrative,False
FIN783,2024-03-17 16:39:40,Car_Rental,88,,2E,,88.0,Airline_Invoice,JPY,0.989,Direct_Operational,False
FIN784,2024-03-17 13:13:33,Retail_Commission,35,,External,,35.0,Airline_Invoice,GBP,1.081,Administrative,False
FIN785,2024-03-15 09:48:51,Hotel_Commission,67,,2F,,67.0,Credit_Card,USD,0.93,Administrative,False
FIN786,2024-03-16 13:12:22,Parking_Fees,47,CDG399,2E,342.0,0.14,Commission,GBP,0.885,Marketing,False
FIN787,2024-03-21 10:48:41,Parking_Fees,14,CDG123,2F,273.0,0.05,Credit_Card,USD,1.125,Administrative,False
FIN788,2024-03-18 02:49:08,Retail_Commission,77,,2E,,77.0,Airline_Invoice,GBP,0.86,Administrative,False
FIN789,2024-03-20 09:27:18,Car_Rental,117,,1,,117.0,Credit_Card,EUR,1.0,Marketing,False
FIN790,2024-03-19 06:40:01,Retail_Commission,151,,2C,,151.0,Cash,USD,1.145,Marketing,False
FIN791,2024-03-17 23:12:45,Retail_Commission,113,,2D,,113.0,Airline_Invoice,EUR,1.0,Administrative,False
FIN792,2024-03-19 16:14:04,Car_Rental,28,,2C,,28.0,Airline_Invoice,GBP,0.955,Administrative,False
FIN793,2024-03-18 21:39:47,Landing_Fees,6424,CDG369,2D,174.0,36.92,Airline_Invoice,JPY,1.135,Administrative,False
FIN794,2024-03-16 02:34:19,Food_Beverage,87,,2B,,87.0,Airline_Invoice,USD,0.921,Administrative,False
FIN795,2024-03-15 04:44:53,Parking_Fees,52,CDG275,External,163.0,0.32,Airline_Invoice,GBP,1.002,Direct_Operational,False
FIN796,2024-03-16 12:51:25,Car_Rental,88,,2C,,88.0,Cash,USD,1.132,Administrative,False
FIN797,2024-03-16 01:01:22,Retail_Commission,114,,2E,,114.0,Credit_Card,JPY,1.017,Direct_Operational,False
FIN798,2024-03-15 16:41:38,Duty_Free,130,,3,,130.0,Airline_Invoice,GBP,0.97,Marketing,False
FIN799,2024-03-18 18:12:31,Food_Beverage,27,,2A,,27.0,Cash,JPY,0.977,Direct_Operational,False
FIN800,2024-03-17 17:52:39,Food_Beverage,104,,2A,,104.0,Cash,USD,0.887,Direct_Operational,False
FIN801,2024-03-20 06:15:02,Retail_Commission,13,,2E,,13.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN802,2024-03-16 00:14:00,Food_Beverage,58,,1,,58.0,Commission,USD,0.932,Marketing,False
FIN803,2024-03-21 03:25:50,Landing_Fees,6061,CDG71,External,133.0,45.57,Cash,JPY,0.855,Indirect_Operational,False
FIN804,2024-03-21 21:18:36,Parking_Fees,52,CDG264,2B,388.0,0.13,Commission,USD,0.981,Administrative,False
FIN805,2024-03-17 21:16:01,Retail_Commission,28,,2E,,28.0,Cash,EUR,1.0,Marketing,False
FIN806,2024-03-18 08:57:50,Parking_Fees,11,CDG314,2C,380.0,0.03,Commission,USD,0.909,Direct_Operational,False
FIN807,2024-03-19 18:31:34,Retail_Commission,138,,2E,,138.0,Cash,EUR,1.0,Direct_Operational,False
FIN808,2024-03-21 07:17:16,Retail_Commission,100,,3,,100.0,Commission,USD,0.926,Indirect_Operational,False
FIN809,2024-03-20 02:25:51,Parking_Fees,21,CDG201,2A,360.0,0.06,Cash,JPY,1.126,Marketing,False
FIN810,2024-03-19 05:55:12,Duty_Free,169,,1,,169.0,Credit_Card,GBP,0.937,Marketing,False
FIN811,2024-03-19 03:35:10,Landing_Fees,6789,CDG109,2D,128.0,53.04,Commission,JPY,1.091,Marketing,False
FIN812,2024-03-16 05:07:36,Retail_Commission,64,,2D,,64.0,Airline_Invoice,JPY,0.902,Indirect_Operational,False
FIN813,2024-03-21 10:59:27,Car_Rental,53,,2C,,53.0,Commission,USD,0.875,Administrative,False
FIN814,2024-03-15 09:12:31,Car_Rental,25,,2F,,25.0,Commission,JPY,1.076,Indirect_Operational,False
FIN815,2024-03-16 05:21:27,Landing_Fees,4875,CDG400,External,472.0,10.33,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN816,2024-03-19 21:18:25,Retail_Commission,103,,2D,,103.0,Airline_Invoice,GBP,1.052,Indirect_Operational,False
FIN817,2024-03-15 00:57:07,Duty_Free,178,,2D,,178.0,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN818,2024-03-17 08:17:18,Food_Beverage,92,,2A,,92.0,Commission,USD,0.983,Indirect_Operational,False
FIN819,2024-03-18 06:01:22,Parking_Fees,14,CDG292,3,150.0,0.09,Commission,USD,0.975,Direct_Operational,False
FIN820,2024-03-20 02:47:17,Car_Rental,31,,2C,,31.0,Credit_Card,EUR,1.0,Administrative,False
FIN821,2024-03-19 07:17:26,Food_Beverage,47,,2B,,47.0,Cash,EUR,1.0,Direct_Operational,False
FIN822,2024-03-21 22:00:05,Parking_Fees,17,CDG243,2A,353.0,0.05,Cash,GBP,0.935,Direct_Operational,False
FIN823,2024-03-18 22:43:55,Landing_Fees,6075,CDG238,2B,509.0,11.94,Airline_Invoice,EUR,1.0,Administrative,False
FIN824,2024-03-16 17:27:47,Retail_Commission,112,,2E,,112.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN825,2024-03-16 04:59:09,Car_Rental,57,,2B,,57.0,Credit_Card,GBP,1.033,Indirect_Operational,False
FIN826,2024-03-17 09:18:53,Food_Beverage,49,,2D,,49.0,Airline_Invoice,GBP,0.894,Direct_Operational,False
FIN827,2024-03-15 22:05:23,Retail_Commission,138,,External,,138.0,Cash,EUR,1.0,Marketing,False
FIN828,2024-03-17 23:35:06,Duty_Free,94,,3,,94.0,Credit_Card,JPY,0.978,Direct_Operational,False
FIN829,2024-03-19 18:31:47,Hotel_Commission,38,,2B,,38.0,Credit_Card,USD,1.089,Indirect_Operational,False
FIN830,2024-03-19 04:48:17,Duty_Free,18,,2F,,18.0,Credit_Card,GBP,0.852,Direct_Operational,False
FIN831,2024-03-20 01:49:13,Landing_Fees,4627,CDG104,2C,333.0,13.89,Airline_Invoice,GBP,1.137,Direct_Operational,False
FIN832,2024-03-16 18:09:17,Car_Rental,83,,3,,83.0,Cash,EUR,1.0,Administrative,False
FIN833,2024-03-19 05:09:55,Landing_Fees,4198,CDG116,External,477.0,8.8,Credit_Card,USD,1.018,Indirect_Operational,False
FIN834,2024-03-20 09:10:04,Duty_Free,117,,2B,,117.0,Cash,EUR,1.0,Marketing,False
FIN835,2024-03-21 16:45:11,Duty_Free,152,,External,,152.0,Credit_Card,GBP,0.964,Indirect_Operational,False
FIN836,2024-03-17 23:24:25,Car_Rental,25,,2D,,25.0,Commission,EUR,1.0,Administrative,False
FIN837,2024-03-17 19:09:54,Landing_Fees,6555,CDG391,2C,319.0,20.55,Commission,JPY,1.126,Marketing,False
FIN838,2024-03-20 20:59:54,Hotel_Commission,24,,2A,,24.0,Cash,EUR,1.0,Indirect_Operational,False
FIN839,2024-03-20 15:02:49,Duty_Free,33,,2F,,33.0,Commission,JPY,1.033,Direct_Operational,False
FIN840,2024-03-18 08:57:59,Duty_Free,65,,3,,65.0,Airline_Invoice,USD,1.032,Marketing,False
FIN841,2024-03-21 22:00:50,Car_Rental,54,,2A,,54.0,Airline_Invoice,USD,1.127,Indirect_Operational,False
FIN842,2024-03-18 17:30:15,Food_Beverage,26,,2D,,26.0,Commission,USD,1.133,Administrative,False
FIN843,2024-03-17 21:48:43,Food_Beverage,61,,2B,,61.0,Commission,JPY,1.02,Indirect_Operational,False
FIN844,2024-03-18 01:17:11,Car_Rental,91,,2F,,91.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN845,2024-03-16 19:13:59,Parking_Fees,32,CDG84,2E,210.0,0.15,Airline_Invoice,GBP,1.13,Direct_Operational,False
FIN846,2024-03-16 02:25:49,Hotel_Commission,115,,2D,,115.0,Commission,EUR,1.0,Indirect_Operational,False
FIN847,2024-03-19 17:30:20,Duty_Free,74,,2C,,74.0,Cash,USD,1.136,Marketing,False
FIN848,2024-03-20 19:02:29,Duty_Free,138,,External,,138.0,Cash,EUR,1.0,Administrative,False
FIN849,2024-03-17 16:52:21,Food_Beverage,101,,3,,101.0,Cash,EUR,1.0,Administrative,False
FIN850,2024-03-21 05:40:55,Retail_Commission,132,,2D,,132.0,Airline_Invoice,GBP,0.87,Direct_Operational,False
FIN851,2024-03-16 09:39:39,Car_Rental,107,,2F,,107.0,Airline_Invoice,EUR,1.0,Administrative,False
FIN852,2024-03-17 14:48:28,Hotel_Commission,81,,2B,,81.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN853,2024-03-20 04:02:32,Car_Rental,110,,3,,110.0,Commission,GBP,1.086,Indirect_Operational,False
FIN854,2024-03-19 07:40:52,Duty_Free,40,,2D,,40.0,Credit_Card,GBP,1.082,Direct_Operational,False
FIN855,2024-03-15 13:09:38,Landing_Fees,2829,CDG143,2D,211.0,13.41,Cash,JPY,1.035,Direct_Operational,False
FIN856,2024-03-18 07:10:41,Parking_Fees,30,CDG163,1,280.0,0.11,Airline_Invoice,JPY,1.083,Indirect_Operational,False
FIN857,2024-03-18 20:22:54,Duty_Free,44,,2E,,44.0,Commission,GBP,1.082,Administrative,False
FIN858,2024-03-21 01:40:44,Landing_Fees,7820,CDG2,2E,253.0,30.91,Airline_Invoice,JPY,1.023,Marketing,False
FIN859,2024-03-18 16:00:49,Parking_Fees,19,CDG282,2E,358.0,0.05,Cash,USD,1.104,Indirect_Operational,False
FIN860,2024-03-19 14:17:52,Food_Beverage,32,,2B,,32.0,Cash,JPY,1.118,Indirect_Operational,False
FIN861,2024-03-15 21:35:00,Landing_Fees,3055,CDG264,2E,244.0,12.52,Airline_Invoice,JPY,1.02,Administrative,False
FIN862,2024-03-15 04:46:58,Landing_Fees,5229,CDG395,2E,135.0,38.73,Commission,EUR,1.0,Direct_Operational,False
FIN863,2024-03-19 11:49:03,Hotel_Commission,44,,3,,44.0,Airline_Invoice,USD,0.993,Indirect_Operational,False
FIN864,2024-03-17 18:31:23,Car_Rental,93,,2D,,93.0,Credit_Card,JPY,0.938,Direct_Operational,False
FIN865,2024-03-15 06:07:09,Duty_Free,118,,1,,118.0,Airline_Invoice,JPY,0.983,Direct_Operational,False
FIN866,2024-03-19 17:49:57,Landing_Fees,1447,CDG456,2A,379.0,3.82,Credit_Card,GBP,0.954,Marketing,False
FIN867,2024-03-20 11:24:37,Duty_Free,110,,2B,,110.0,Commission,EUR,1.0,Marketing,False
FIN868,2024-03-19 14:07:46,Retail_Commission,47,,2F,,47.0,Commission,JPY,1.035,Marketing,False
FIN869,2024-03-19 07:30:31,Car_Rental,68,,2F,,68.0,Airline_Invoice,JPY,1.013,Direct_Operational,False
FIN870,2024-03-21 19:14:57,Food_Beverage,83,,2B,,83.0,Airline_Invoice,USD,1.005,Indirect_Operational,False
FIN871,2024-03-20 05:00:59,Retail_Commission,95,,2F,,95.0,Credit_Card,JPY,0.853,Indirect_Operational,False
FIN872,2024-03-18 16:11:43,Landing_Fees,6994,CDG152,2B,326.0,21.45,Commission,EUR,1.0,Direct_Operational,False
FIN873,2024-03-20 04:22:15,Landing_Fees,8232,CDG318,2E,273.0,30.15,Commission,GBP,0.92,Indirect_Operational,False
FIN874,2024-03-18 01:23:22,Car_Rental,36,,2E,,36.0,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN875,2024-03-15 19:58:12,Duty_Free,167,,1,,167.0,Commission,JPY,1.033,Direct_Operational,False
FIN876,2024-03-19 16:45:18,Hotel_Commission,36,,External,,36.0,Cash,EUR,1.0,Administrative,False
FIN877,2024-03-19 06:22:12,Hotel_Commission,95,,2B,,95.0,Airline_Invoice,GBP,1.123,Administrative,False
FIN878,2024-03-15 01:22:58,Car_Rental,55,,2D,,55.0,Airline_Invoice,USD,1.142,Direct_Operational,False
FIN879,2024-03-16 16:52:38,Parking_Fees,52,CDG438,2A,229.0,0.23,Commission,EUR,1.0,Administrative,False
FIN880,2024-03-19 06:02:33,Landing_Fees,8036,CDG477,1,324.0,24.8,Credit_Card,USD,1.096,Marketing,False
FIN881,2024-03-20 02:51:43,Landing_Fees,5302,CDG294,2C,369.0,14.37,Cash,GBP,1.016,Marketing,False
FIN882,2024-03-16 12:24:48,Retail_Commission,91,,2C,,91.0,Cash,USD,1.102,Administrative,False
FIN883,2024-03-16 12:25:30,Parking_Fees,31,CDG475,1,202.0,0.15,Commission,EUR,1.0,Indirect_Operational,False
FIN884,2024-03-21 10:05:09,Food_Beverage,63,,2C,,63.0,Cash,EUR,1.0,Administrative,False
FIN885,2024-03-20 06:13:53,Hotel_Commission,101,,2F,,101.0,Commission,USD,0.903,Administrative,False
FIN886,2024-03-15 11:20:17,Food_Beverage,117,,External,,117.0,Credit_Card,EUR,1.0,Administrative,False
FIN887,2024-03-20 09:11:09,Duty_Free,168,,2A,,168.0,Commission,EUR,1.0,Direct_Operational,False
FIN888,2024-03-18 05:33:04,Retail_Commission,63,,2F,,63.0,Cash,USD,0.976,Marketing,False
FIN889,2024-03-16 04:38:01,Landing_Fees,4872,CDG413,2A,298.0,16.35,Cash,JPY,0.97,Indirect_Operational,False
FIN890,2024-03-15 03:50:06,Car_Rental,108,,1,,108.0,Airline_Invoice,USD,0.902,Direct_Operational,False
FIN891,2024-03-20 00:39:35,Car_Rental,57,,2C,,57.0,Commission,JPY,0.922,Indirect_Operational,False
FIN892,2024-03-19 15:21:37,Landing_Fees,4910,CDG319,External,346.0,14.19,Credit_Card,JPY,0.995,Direct_Operational,False
FIN893,2024-03-21 09:59:29,Duty_Free,177,,2A,,177.0,Cash,GBP,0.997,Administrative,False
FIN894,2024-03-21 22:19:30,Car_Rental,73,,2F,,73.0,Commission,USD,1.077,Administrative,False
FIN895,2024-03-17 19:36:00,Food_Beverage,59,,2F,,59.0,Commission,JPY,1.147,Marketing,False
FIN896,2024-03-20 15:31:12,Duty_Free,184,,3,,184.0,Airline_Invoice,USD,0.962,Indirect_Operational,False
FIN897,2024-03-20 07:28:49,Car_Rental,107,,2B,,107.0,Airline_Invoice,JPY,0.994,Direct_Operational,False
FIN898,2024-03-18 23:37:58,Food_Beverage,76,,External,,76.0,Airline_Invoice,USD,0.897,Administrative,False
FIN899,2024-03-15 21:46:17,Duty_Free,54,,1,,54.0,Airline_Invoice,USD,0.968,Direct_Operational,False
FIN900,2024-03-18 02:46:45,Retail_Commission,78,,3,,78.0,Credit_Card,JPY,0.951,Administrative,False
FIN901,2024-03-15 17:12:12,Parking_Fees,49,CDG140,1,490.0,0.1,Commission,GBP,0.869,Administrative,False
FIN902,2024-03-21 20:51:18,Duty_Free,59,,2C,,59.0,Cash,USD,1.126,Indirect_Operational,False
FIN903,2024-03-19 15:19:12,Duty_Free,69,,2B,,69.0,Commission,USD,1.0,Marketing,False
FIN904,2024-03-20 13:45:24,Retail_Commission,154,,2B,,154.0,Airline_Invoice,USD,0.852,Administrative,False
FIN905,2024-03-19 13:52:21,Retail_Commission,124,,2D,,124.0,Commission,GBP,0.981,Direct_Operational,False
FIN906,2024-03-18 06:19:35,Landing_Fees,5272,CDG30,2B,148.0,35.62,Commission,JPY,0.979,Indirect_Operational,False
